SR NO,SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
525,Aaja Nachle,2007,Aaja Nachle,5:05,,https://gaana.com/song/aaja-nachle-8,HINDI,Other,others,9.1/10
526,Is Pal,2007,Aaja Nachle,4:00,,https://gaana.com/song/is-pal,HINDI,Other,Sonu Nigam,9.6/10
527,Soniye Mil Ja,2007,Aaja Nachle,3:36,,https://gaana.com/song/soniye-mil-ja,HINDI,Other,others,9.6/10
528,Koi Patthar Se Na Maare,2007,Aaja Nachle,4:04,bollywood song,https://gaana.com/song/koi-patthar-se-na-maare,HINDI,Other,others,9.4/10
529,O Lal Dupatte Wali,1993,Aankhen,5:50,,https://gaana.com/song/o-lal-dupatte-wali,HINDI,Other,others,8.1/10
530,Assalaam Vaalekum,2007,Aap Kaa Surroor,6:01,entertaining,https://gaana.com/song/assalaam-vaalekum,HINDI,Other,Himesh Reshammiya,8.8/10
531,Jai Jai Shiv Shankar,1974,Aap Ki Kasam,5:37,thug,https://gaana.com/song/jai-jai-shiv-shankar,HINDI,Other,Lata Mangeshkar,8.4/10
532,Trippy,2016,Aap Se Mausiiquii,4:30,entertaining,https://gaana.com/song/trippy-13,HINDI,Other,Himesh Reshammiya,8.8/10
533,Dekho Dekhoji,1951,Naujawan,2:00,retro song,https://gaana.com/song/dekho-dekhoji-from-naujawan,HINDI,Other,Lata Mangeshkar,7
534,Hey Babu Yeh hai Jamana,1952,Bhagam Bhag,3:24,retro song,https://gaana.com/song/he-babu-yeh-hai-zamana,HINDI,Other,Mahammad Rafi,7.8
535,Chahe Koi Khush Ho,1954,Taxi Driver,3:13,retro song,https://gaana.com/song/chahe-koi-khush-ho,HINDI,Other,Kishor Kumar,6.5
536,Daal Kaise Gale,1955,Baap Re Baap,3:27,retro song,https://gaana.com/song/daal-kaise-gale,HINDI,Other,Kishor Kumar,7.9
537,Chapper Phad Ke Deta,1956,Funtoosh,6:11,,https://gaana.com/song/chappar-phad-ke-deta-hai,HINDI,Other,Asha Bhosale,8
538,Gana Na Aaya,1957,Miss Mary,4:40,retro song,https://gaana.com/song/gana-na-aaya,HINDI,Other,Kishor Kumar,7
539,Hal Tujhe Apni Duniya Ka,1957,Aasha,3:00,retro song,https://gaana.com/song/haal-tujhe-apni-duniya-ka-2,HINDI,Other,Kishor Kumar,7.8
540,Hay Hay Yeh Nigahen,1957,Paying guest,4:37,retro song,https://gaana.com/song/hay-hay-yeh-nigahen-2,HINDI,Other,Kishor Kumar,8
541,Hum haiRahi Pyar Ke,1957,Nau Do Gyarah,4:52,retro song,https://gaana.com/song/ham-hain-rahi-pyar-ke,HINDI,Other,Kishor Kumar,7.9
542,Babu samjho Eshare,1958,Chalti ka Nam Gadi,4:50,retro song,https://gaana.com/song/babu-samjho-ishare,HINDI,Other,Kishor Kumar,8.9
543,C A T Cat Mane Billi,1958,Dilli Ka Thag,3:29,retro song,https://gaana.com/song/catcat-mane-billi-1,HINDI,Other,Kishor Kumar,9
544,Ek Ladki Bhigi Bhagi si,1958,Chalti Ka Nam gadi,3:57,retro song,https://gaana.com/song/ek-ladki-bheegi-bhagi-si,HINDI,Other,Kishor Kumar,9.7
545,Hum The Who Thi,1958,Chalti Ka Naam Gaadi,3:44,retro song,https://gaana.com/song/ham-the-woh-thi,HINDI,Other,Kishor Kumar,8.1
546,Hal Kaisa Hai Janab ka,1958,Chalti Ka Nam gadi,4:25,retro song,https://gaana.com/song/haal-kaisa-hai-janab-ka-1,HINDI,Other,Asha Bhosale,8.9
547,Hum to Muhobbat Karega,1958,Dilli Ka Thag,3:15,retro song,https://gaana.com/song/hum-to-mohabbat-karega-1,HINDI,Other,Kishor Kumar,7.9
548,Dekh Aasman Mein,1959,Shararat,3:24,retro song,https://gaana.com/song/dekh-aasman-men-chand-muskuraye,HINDI,Other,Kishor Kumar,7
549,Des Chhudaye Bhes Chhudaye,1959,Chacha Zindabad,7:20,retro song,https://gaana.com/song/des-chhudaye-bhes-chhudaye,HINDI,Other,Kishor Kumar,5.8
550,Hum Matawale Naujawan,1959,Shararat,3:21,retro song,https://gaana.com/song/hum-matwale-naujawan,HINDI,Other,Kishor Kumar,7
551,Chhai Ghata Bijli Kadki,1960,Apana Haath Jagannath,3:31,retro song,https://gaana.com/song/chhai-ghata-bijlee-kadki,HINDI,Other,Asha Bhosale,6.9
552,Chhoti Si Yeh Duniya,1961,Rangoli,3:59,retro song,https://gaana.com/song/chhoti-si-yeh-duniya-2,HINDI,Other,Kishor Kumar,7.1
553,Ge Ge Geli Zara Timbaktu Kathamandu,1961,Jhomroo,5:23,entertaining,https://gaana.com/song/ge-ge-geli-zara-timbaktu-kathmandu,HINDI,Other,Kishor Kumar,7.9
554,He Jhoome re Jhoome Dil Mera,1961,Jhoomroo,3:24,entertaining,https://gaana.com/song/he-jhoome-re-jhoome-dil-mera,HINDI,Other,Asha Bhosale,6.2
555,Hum Bechare Pyar Ke Mare,1961,Rangoli,3:53,entertaining,https://gaana.com/song/ham-bechare-pyar-ke-mare,HINDI,Other,Kishor Kumar,7
556,Aake seedhi lagi dilpe jaise,1962,Half Ticket,3:41,entertaining,https://gaana.com/song/aake-seedhi-lage-dil-pe-jaise,HINDI,Other,Kishor Kumar,8.7
557,Chand Raat Tum Ho,1962,Half Ticket,4:04,entertaining,https://gaana.com/song/chand-raat-tum-ho-saath,HINDI,Other,Lata Mangeshkar,6.7
